Name{string},Location{string},Type{string},Latitude{decimal},Longitude{decimal},Elevation (m){decimal},SHPLATRAD{decimal},SHPLONRAD{decimal},Point_Features{point}
"Pantoja, Cerro",Chile-C,Stratovolcano,-40.77,-71.95,2024,-0.711570736038088,-1.25576439680992,POINT(-71.95 -40.77)
Papandayan,Java,Stratovolcanoes,-7.32,107.73,2665,-0.127758101245985,1.88024320317349,POINT(107.73 -7.32)
Papayo,México,Lava dome,19.31,-98.7,3600,0.337023078560105,-1.7226399717184,POINT(-98.7 19.31)
Paracutin,Mexico,Cinder cone,19.5,-102.2,3170,0.340339204138894,-1.78372649553821,POINT(-102.2 19.5)
Parinacota,Chile-N,Stratovolcano,-18.17,-69.15,6348,-0.31712632508737,-1.20689517775408,POINT(-69.15 -18.17)
Parker,Mindanao-Philippines,Stratovolcano,6.11,124.89,1824,0.106639617296854,2.17974170281572,POINT(124.89 6.11)
Patah,Sumatra,Unknown,-4.27,103.3,2817,-0.074525559060158,1.80292511731014,POINT(103.3 -4.27)
Patoc,Luzon-Philippines,Stratovolcano,17.15,120.98,1865,0.299323966717027,2.11149932906274,POINT(120.98 17.15)
Patuha,Java,Stratovolcano,-7.16,107.4,2434,-0.124965574442794,1.87448361664191,POINT(107.4 -7.16)
Paulet,Antarctica,Cinder cone,-63.58,-55.77,353,-1.109680338418,-0.973370123837238,POINT(-55.77 -63.58)
Pauzhetka,Kamchutka,Caldera,51.43,156.93,1331,0.897622834300683,2.7389451951547,POINT(156.93 51.43)
Pavlof,Alaska Peninsula,Stratovolcano,55.42,-161.89,2519,0.967261471455258,-2.82551352605362,POINT(-161.89 55.42)
Pavlof Sister,Alaska Peninsula,Stratovolcano,55.45,-161.84,2142,0.967785070230856,-2.82464086142762,POINT(-161.84 55.45)
Payún Matru,Argentina,Shield volcano,-36.42,-69.2,3680,-0.635648913576335,-1.20776784238008,POINT(-69.2 -36.42)
Peinado,Argentina,Stratovolcano,-26.62,-68.15,5740,-0.464606646880891,-1.18944188523414,POINT(-68.15 -26.62)
Pelée,W Indies,Stratovolcano,14.82,-61.17,1397,0.25865779514556,-1.06761790344493,POINT(-61.17 14.82)
Penanggungan,Java,Stratovolcano,-7.62,112.63,1653,-0.132994089001968,1.96576433652121,POINT(112.63 -7.62)
Penguin Island,Antarctica,Stratovolcano,-62.1,-57.93,180,-1.08384946548848,-1.01106923568032,POINT(-57.93 -62.1)
Perbakti-Gagak,Java,Stratovolcanoes,-6.75,106.7,1699,-0.117809724509617,1.86226631187795,POINT(106.7 -6.75)
Peter I Island,Antarctica,Shield volcano,-68.85,-90.58,1640,-1.2016591899981,-1.58091923645646,POINT(-90.58 -68.85)
Peuet Sague,Sumatra,Complex volcano,4.91,96.33,2801,0.085695666272922,1.68127566844614,POINT(96.33 4.91)
Pico,Azores,Stratovolcano,38.47,-28.4,2351,0.671428163242219,-0.49567350756639,POINT(-28.4 38.47)
Picos Volc System,Azores,Pyroclastic cones,37.78,-25.67,350,0.659385391403458,-0.448026018986944,POINT(-25.67 37.78)
Piip,Kamchatka-E of,Submarine volcano,55.42,167.33,-300,0.967261471455258,2.92045943736211,POINT(167.33 55.42)
"Pilas, Las",Nicaragua,Complex volcano,12.5,-86.69,1088,0.218166156499291,-1.51302592855388,POINT(-86.69 12.5)
Pinacate,México,Cinder cones,31.77,-113.5,1200,0.554491103358598,-1.98094870101356,POINT(-113.5 31.77)
Pinatubo,Luzon-Philippines,Stratovolcano,15.13,120.35,1486,0.264068315826742,2.10050375477517,POINT(120.35 15.13)
Pinta,Galápagos,Shield volcano,0.58,-90.75,780,0.010122909661567,-1.58388629618485,POINT(-90.75 0.58)
Piratkovsky,Kamchatka,Stratovolcano,52.11,157.85,1322,0.909491073214245,2.75500222427305,POINT(157.85 52.11)
Pisgah Lava Field,US-California,Lava Field,34.75,-115.38,774,0.60650191506803,-2.01376089095106,POINT(-115.38 34.75)
Planchón-Peteroa,Chile-C,Stratovolcanoes,-35.24,-70.57,4107,-0.615054028402802,-1.2316788531324,POINT(-70.57 -35.24)
"Plat Pays, Morne",W Indies,Stratovolcano,15.26,-61.34,940,0.266337243854335,-1.07058496317332,POINT(-61.34 15.26)
Platanar,Costa Rica,Stratovolcanoes,10.3,-84.37,2267,0.179768912955416,-1.47253428990762,POINT(-84.37 10.3)
"Pleiades, The",Antarctica,Stratovolcano,-72.67,165.5,3040,-1.26833076742428,2.88851991205062,POINT(165.5 -72.67)
Plosky,Kamchatka,Shield volcano,55.2,158.47,1236,0.96342174710087,2.76582326563541,POINT(158.47 55.2)
Plosky,Kamchatka,Shield volcano,57.83,160.25,1255,1.00932390642832,2.79689012632091,POINT(160.25 57.83)
Poás,Costa Rica,Stratovolcano,10.2,-84.23,2708,0.178023583703422,-1.47009082895482,POINT(-84.23 10.2)
Pocdol Mountains,Luzon-Philippines,Compound volcano,13.05,123.96,1102,0.22776546738526,2.16351014077217,POINT(123.96 13.05)
Poco Leok,Lesser Sunda Is,Stratovolcano,-8.68,120.48,1675,-0.151494579073108,2.10277268280277,POINT(120.48 -8.68)
Pogranychny,Kamchatka,Shield volcanoes,56.85,159.8,1427,0.992219679758776,2.78903614468694,POINT(159.8 56.85)
Popa,SE Asia,Stratovolcano,20.92,95.25,1518,0.365122879517214,1.6624261125246,POINT(95.25 20.92)
Popocatépetl,México,Stratovolcanoes,19.02,-98.62,5426,0.331961623729321,-1.72124370831681,POINT(-98.62 19.02)
Porak,Armenia,Stratovolcano,40.02,45.78,2800,0.698480766648131,0.799011731563004,POINT(45.78 40.02)
"Possession, Ile de la",Indian O.-S,Stratovolcano,-46.42,51.75,934,-0.810181838775768,0.903207887907066,POINT(51.75 -46.42)
Prestahnukur,Iceland-SW,Subglacial volcano,64.6,-20.58,1390,1.12748269678834,-0.359188760060433,POINT(-20.58 64.6)
Prevo Peak,Kuril Is,Stratovolcano,47.02,152.12,1360,0.820653814287734,2.65499485813377,POINT(152.12 47.02)
"Prieto, Cerro",México,Lava dome,32.42,-115.31,223,0.565835743496562,-2.01253916047466,POINT(-115.31 32.42)
Prince Edward Island,Indian O.,Shield volcano,-46.63,37.95,672,-0.813847030204956,0.662352451131848,POINT(37.95 -46.63)
Protector Shoal,Antarctica,Submarine volcano,-55.92,-28.08,-27,-0.975988117715229,-0.490088453960008,POINT(-28.08 -55.92)
Puesto Cortaderas,Argentina,Pyroclastic cone,-37.57,-69.62,970,-0.65572019997427,-1.21509822523845,POINT(-69.62 -37.57)
Pular,Chile-N,Stratovolcanoes,-24.19,-68.05,6233,-0.422195146057428,-1.18769655598214,POINT(-68.05 -24.19)
Pulosari,Java,Stratovolcano,-6.34,105.98,1346,-0.110653874576441,1.84969994126359,POINT(105.98 -6.34)
Pululagua,Ecuador,Caldera,0.04,-78.46,3356,0,-1.36938533111475,POINT(-78.46 0.04)
Puntiagudo-Cordón Cenizos,Chile-C,Stratovolcano,-40.97,-72.26,2493,-0.715061394542077,-1.2611749174911,POINT(-72.26 -40.97)
Puracé,Colombia,Stratovolcanoes,2.32,-76.4,4650,0.040491638646269,-1.33343154852367,POINT(-76.4 2.32)
Purico Complex,Chile-N,Pyroclastic shield,-23,-67.75,5703,-0.401425727958696,-1.18246056822616,POINT(-67.75 -23)
Putana,Chile-N,Stratovolcano,-22.55,-67.85,5890,-0.393571746324721,-1.18420589747815,POINT(-67.85 -22.55)
Puyehue-Cordón Caulle,Chile-C,Stratovolcano,-40.59,-72.12,2236,-0.708429143384498,-1.25873145653831,POINT(-72.12 -40.59)
Puyuhuapi,Chile-S,Cinder cones,-44.3,-72.53,524,-0.773180858633488,-1.26588730647149,POINT(-72.53 -44.3)
Qualibou,W Indies,Caldera,13.83,-61.05,777,0.241379035550816,-1.06552350834254,POINT(-61.05 13.83)
Quetrupillan,Chile-C,Stratovolcano,-39.5,-71.7,2360,-0.68940505453776,-1.25140107367993,POINT(-71.7 -39.5)
Quezaltepeque,Guatemala,Volcanic field,14.57,-89.45,1200,0.254294472015574,-1.56119701590893,POINT(-89.45 14.57)
"Quill, The",W Indies,Stratovolcano,17.48,-62.96,601,0.305083553248609,-1.09885929705563,POINT(-62.96 17.48)
Quilotoa,Ecuador,Caldera,-0.85,-78.9,3914,-0.014835298641952,-1.37706477982353,POINT(-78.9 -0.85)
Quimsachata,Perú,Lava dome,-14.2,-71.33,3923,-0.247836753783195,-1.24494335544756,POINT(-71.33 -14.2)
Rabaul,New Britain-SW Pac,Pyroclastic shield,-4.27,152.2,688,-0.074525559060158,2.65639112153537,POINT(152.2 -4.27)
Ragang,Mindanao-Philippines,Stratovolcano,7.7,124.5,2815,0.134390352403563,2.17293491873294,POINT(124.5 7.7)
"Rahah, Harrat ar",Arabia-W,Volcanic field,27.8,36.17,1950,0.485201532054424,0.631285590446349,POINT(36.17 27.8)
"Rahat, Harrat",Arabia-W,Volcanic field,23.08,39.78,1744,0.402821991360291,0.694291976443344,POINT(39.78 23.08)
Raikoke,Kuril Is,Stratovolcano,48.29,153.25,551,0.842819495788062,2.67471707868131,POINT(153.25 48.29)
Rainier,US-Washington,Stratovolcano,46.85,-121.76,4392,0.817686754559343,-2.1251128972283,POINT(-121.76 46.85)
Rajabasa,Sumatra,Stratovolcano,-5.78,105.63,1281,-0.100880030765272,1.84359128888161,POINT(105.63 -5.78)
Ranakah,Lesser Sunda Is,Lava domes,-8.62,120.52,2350,-0.150447381521911,2.10347081450357,POINT(120.52 -8.62)
Ranau,Sumatra,Caldera,-4.83,103.92,1881,-0.084299402871326,1.81374615867251,POINT(103.92 -4.83)
Raoul Island,Kermadec Is,Stratovolcano,-29.27,-177.92,516,-0.51085787205874,-3.10528980514831,POINT(-177.92 -29.27)
Rasshua,Kuril Is,Stratovolcano,47.77,153.02,956,0.833743783677691,2.67070282140172,POINT(153.02 47.77)
Raung,Java,Stratovolcano,-8.13,114.04,3332,-0.141895268187139,1.99037347897433,POINT(114.04 -8.13)
Rausu,Hokkaido-Japan,Stratovolcano,44.07,145.13,1660,0.769166601353901,2.53299634341937,POINT(145.13 44.07)
Recheschnoi,Aleutian Is,Stratovolcano,53.16,-168.54,1984,0.927817030360186,-2.94157792131124,POINT(-168.54 53.16)
Reclus,Chile-S,Cinder cone,-50.96,-73.59,1000,-0.88941978681631,-1.28438779654263,POINT(-73.59 -50.96)
Redoubt,Alaska-SW,Stratovolcano,60.49,-152.74,3108,1.05574966453137,-2.66581589949614,POINT(-152.74 60.49)
Reporoa,New Zealand,Caldera,-38.42,176.33,592,-0.670555498616221,3.0775390700416,POINT(176.33 -38.42)
Resago,Chile-C,Cinder cone,-36.45,-70.92,1890,-0.636172512351933,-1.23778750551438,POINT(-70.92 -36.45)
Reventador,Ecuador,Stratovolcano,-0.08,-77.66,3562,-0.001396263401595,-1.3554226970988,POINT(-77.66 -0.08)
Reykjanes,Iceland-SW,Crater rows,63.88,-22.5,230,1.11491632617398,-0.392699081698724,POINT(-22.5 63.88)
Reykjaneshryggur,Iceland-SW,Submarine volcanoes,63.67,-23.33,80,1.11125113474479,-0.407185314490277,POINT(-23.33 63.67)
Rincón de la Vieja,Costa Rica,Complex volcano,10.83,-85.32,1916,0.189019157990986,-1.48911491780156,POINT(-85.32 10.83)
Rinjani,Lesser Sunda Is,Stratovolcano,-8.42,116.47,3726,-0.146956723017923,2.0327849797978,POINT(116.47 -8.42)
Risco Plateado,Argentina,Stratovolcano,-34.93,-70,4999,-0.609643507721619,-1.22173047639603,POINT(-70 -34.93)
Rishiri,Hokkaido-Japan,Stratovolcano,45.18,141.25,1721,0.788539756051038,2.46527756844199,POINT(141.25 45.18)
Ritter Island,New Guinea-NE of,Stratovolcano,-5.52,148.12,140,-0.096342174710087,2.585181688054,POINT(148.12 -5.52)
Robinson Crusoe,Chile-Is,Shield volcanoes,-33.66,-78.85,922,-0.587477826221291,-1.37619211519753,POINT(-78.85 -33.66)
Robledo,Argentina,Caldera,-26.77,-67.72,4400,-0.467224640758882,-1.18193696945056,POINT(-67.72 -26.77)
Rocard,Society Is-C Pacific,Submarine volcano,-17.64,-148.6,-2100,-0.3078760800518,-2.59355926846357,POINT(-148.6 -17.64)
Romanovka,Kamchatka,Stratovolcano,55.65,158.8,1442,0.971275728734844,2.771582852167,POINT(158.8 55.65)
Romeral,Colombia,Stratovolcano,5.21,-75.36,3858,0.090931654028905,-1.31528012430293,POINT(-75.36 5.21)
Rota,Nicaragua,Stratovolcano,12.55,-86.75,832,0.219038821125288,-1.51407312610508,POINT(-86.75 12.55)
Roundtop,Aleutian Is,Stratovolcano,54.8,-163.59,1871,0.956440430092893,-2.85518412333752,POINT(-163.59 54.8)
Royal Society Range,Antarctica,Cinder cones,-78.25,163.33,3000,-1.36572013968556,2.85064626728234,POINT(163.33 -78.25)
Ruang,Sangihe Is-Indonesia,Stratovolcano,2.3,125.37,725,0.04014257279587,2.18811928322529,POINT(125.37 2.3)
Ruapehu,New Zealand,Stratovolcano,-39.28,175.57,2797,-0.685565330183373,3.06427456772644,POINT(175.57 -39.28)
Ruby,Mariana Is-C Pacific,Submarine volcano,15.62,145.57,-230,0.272620429161514,2.54067579212815,POINT(145.57 15.62)
Rudakov,Kuril Is,Stratovolcano,45.88,149.83,542,0.800757060814998,2.6150268182631,POINT(149.83 45.88)
"Ruiz, Nevado del",Colombia,Stratovolcano,4.9,-75.32,5321,0.085521133347722,-1.31458199260213,POINT(-75.32 4.9)
Rumble II West,New Zealand,Submarine volcano,-35.35,178.53,1200,-0.616973890579996,3.11593631358548,POINT(178.53 -35.35)
Rumble III,New Zealand,Submarine volcano,-35.75,178.48,-220,-0.623955207587973,3.11506364895948,POINT(178.48 -35.75)
Rumble IV,New Zealand,Submarine volcano,-36.13,178.05,500,-0.630587458745551,3.1075587331759,POINT(178.05 -36.13)
Rumble V,New Zealand,Submarine volcano,-36.14,178.2,400,-0.630761991670751,3.11017672705389,POINT(178.2 -36.14)
Rungwe,Africa-E,Stratovolcano,-9.13,33.67,2961,-0.159348560707082,0.587652359146491,POINT(33.67 -9.13)
Saba,W Indies,Stratovolcano,17.63,-63.23,887,0.3077015471266,-1.10357168603602,POINT(-63.23 17.63)
Sabalan,Iran,Stratovolcano,38.25,47.92,4811,0.667588438887831,0.836361777555683,POINT(47.92 38.25)
Sabancaya,Perú,Stratovolcanoes,-15.78,-71.85,5967,-0.275412955964705,-1.25401906755793,POINT(-71.85 -15.78)
Sahand,Iran,Stratovolcano,37.75,46.43,3707,0.658861792627859,0.810356371700967,POINT(46.43 37.75)
Sairecabur,Chile-N,Stratovolcanoes,-22.72,-67.89,5971,-0.396538806053112,-1.18490402917895,POINT(-67.89 -22.72)
Sakar,New Guinea-NE of,Stratovolcano,-5.41,148.09,992,-0.094422312532893,2.5846580892784,POINT(148.09 -5.41)
Sakura-jima,Kyushu-Japan,Stratovolcano,31.59,130.66,1117,0.551349510705009,2.28044720065579,POINT(130.66 31.59)
Salak,Java,Stratovolcano,-6.72,106.73,2211,-0.117286125734019,1.86278991065355,POINT(106.73 -6.72)
San Borja Volc Field,México,Cinder cones,28.5,-113.75,1360,0.497418836818384,-1.98531202414355,POINT(-113.75 28.5)
San Carlos,Africa-W,Shield volcano,3.35,8.52,2260,0.05846852994181,0.148702052269917,POINT(8.52 3.35)
San Cristóbal,Nicaragua,Stratovolcano,12.7,-87,1745,0.22165681500328,-1.51843644923507,POINT(-87 12.7)
San Cristóbal,Galápagos,Shield volcano,-0.88,-89.5,759,-0.01535889741755,-1.56206968053493,POINT(-89.5 -0.88)
San Diego,El Salvador,Volcanic field,14.27,-89.48,781,0.249058484259591,-1.56172061468453,POINT(-89.48 14.27)
San Félix,Chile-Is,Shield volcano,-26.28,-80.12,193,-0.45867252742411,-1.39835779669786,POINT(-80.12 -26.28)
San Joaquin,Africa-W,Shield volcano,3.35,8.63,2009,0.05846852994181,0.150621914447111,POINT(8.63 3.35)
San Jorge,Azores,Fissure vent,38.65,-28.08,1053,0.674569755895808,-0.490088453960008,POINT(-28.08 38.65)
San José,Chile-C,Stratovolcano,-33.78,-69.9,5856,-0.589572221323685,-1.21998514714404,POINT(-69.9 -33.78)
"San Luis, Isla",México,Tuff cone,29.97,-114.4,180,0.523075176822701,-1.99665666428151,POINT(-114.4 29.97)
San Martín,México,Shield volcano,18.57,-95.2,1650,0.324107642095347,-1.6615534478986,POINT(-95.2 18.57)
San Miguel,El Salvador,Stratovolcano,13.43,-88.27,2130,0.234397718542838,-1.5406021307354,POINT(-88.27 13.43)
San Pablo Volc Field,Luzon-Philippines,Stratovolcano,14.12,121.3,1090,0.246440490381599,2.11708438266912,POINT(121.3 14.12)
San Pedro,Chile-N,Stratovolcanoes,-21.88,-68.4,6145,-0.381878040336359,-1.19380520836412,POINT(-68.4 -21.88)
San Pedro-Pellado,Chile-C,Stratovolcanoes,-35.99,-70.85,3621,-0.628143997792759,-1.23656577503798,POINT(-70.85 -35.99)
San Quintín Volc Field,México,Cinder cones,30.47,-116,260,0.531801823082672,-2.02458193231342,POINT(-116 30.47)
San Salvador,El Salvador,Stratovolcano,13.73,-89.29,1893,0.239633706298821,-1.55840448910574,POINT(-89.29 13.73)
San Vicente,El Salvador,Stratovolcano,13.6,-88.84,2182,0.237364778271229,-1.55055050747176,POINT(-88.84 13.6)
Sanbe,Honshu-Japan,Stratovolcano,35.13,132.62,1126,0.613134166225608,2.31465565399488,POINT(132.62 35.13)
Sand Mountain Field,US-Oregon,Cinder cones,44.38,-121.93,1664,0.774577122035083,-2.12807995695669,POINT(-121.93 44.38)
Sanford,Alaska-E,Shield volcano,62.22,-144.13,4949,1.08594386059087,-2.51554305089943,POINT(-144.13 62.22)
Sangangüey,México,Stratovolcano,21.45,-104.73,2340,0.374373124552784,-1.82788332561366,POINT(-104.73 21.45)
Sangay,Ecuador,Stratovolcano,-2,-78.34,5230,-0.034906585039887,-1.36729093601236,POINT(-78.34 -2)
Sangeang Api,Lesser Sunda Is,Complex volcano,-8.2,119.07,1949,-0.143116998663535,2.07816354034965,POINT(119.07 -8.2)
"Sano, Wai",Lesser Sunda Is,Caldera,-8.72,120.02,903,-0.152192710773906,2.09474416824359,POINT(120.02 -8.72)
Santa Ana,El Salvador,Stratovolcano,13.85,-89.63,2381,0.241728101401215,-1.56433860856252,POINT(-89.63 13.85)
Santa Clara,US-Utah,Volcanic field,37.26,-113.63,1465,0.650309679293087,-1.98321762904116,POINT(-113.63 37.26)
Santa Cruz,Galápagos,Shield volcano,-0.62,-90.33,864,-0.010821041362365,-1.57655591332648,POINT(-90.33 -0.62)
Santa Isabel,Africa-W,Shield volcano,3.58,8.75,3007,0.062482787221397,0.152716309549504,POINT(8.75 3.58)
Santa Isabel,Colombia,Shield volcano,4.82,-75.37,4950,0.084124869946127,-1.31545465722813,POINT(-75.37 4.82)
Santa María,Guatemala,Stratovolcano,14.76,-91.55,3772,0.257610597594363,-1.59784893020081,POINT(-91.55 14.76)
Santiago,Galápagos,Shield volcano,-0.22,-90.77,920,-0.003839724354388,-1.58423536203525,POINT(-90.77 -0.22)
"Santiago, Cerro",Guatemala,Volcanic field,14.33,-89.87,1192,0.250105681810787,-1.5685273987673,POINT(-89.87 14.33)
Santo Tomas,Luzon-Philippines,Stratovolcano,16.33,120.55,2260,0.285012266850674,2.10399441327916,POINT(120.55 16.33)
Santorini,Greece,Shield volcanoes,36.4,25.4,367,0.635299847725936,0.44331363000656,POINT(25.4 36.4)
Sao Tome,Africa-W,Shield volcano,0.2,6.58,2024,0.003490658503989,0.114842664781227,POINT(6.58 0.2)
Sao Vicente,Cape Verde Is,Stratovolcano,16.85,-24.97,725,0.294087978961044,-0.435808714222984,POINT(-24.97 16.85)
Sara Sara,Perú,Stratovolcano,-15.33,-73.45,5522,-0.267558974330731,-1.28194433558984,POINT(-73.45 -15.33)
Sarigan,Mariana Is-C Pacific,Stratovolcano,16.71,145.78,538,0.291644518008252,2.54434098355733,POINT(145.78 16.71)
Sarychev Peak,Kuril Is,Stratovolcano,48.09,153.2,1496,0.839328837284073,2.67384441405531,POINT(153.2 48.09)
Satah Mountain,Canada,Volcanic field,52.47,-124.7,1921,0.915774258521425,-2.17642557723693,POINT(-124.7 52.47)
Savai'i,Samoa-SW Pacific,Shield volcano,-13.61,-172.53,1858,-0.237539311196428,-3.01121655846582,POINT(-172.53 -13.61)
Savo,Solomon Is-SW Pacific,Stratovolcano,-9.13,159.82,485,-0.159348560707082,2.78938521053734,POINT(159.82 -9.13)
"Sawâd, Harra es-",Arabia-S,Volcanic field,13.58,46.12,1737,0.23701571242083,0.804945851019785,POINT(46.12 13.58)
Schmidt,Kamchatka,Shield volcano,54.92,160.63,2020,0.958534825195286,2.80352237747849,POINT(160.63 54.92)
Seal Nunataks Group,Antarctica,Pyroclastic cones,-65.03,-60.05,368,-1.13498761257191,-1.0480702158226,POINT(-60.05 -65.03)
Seamount X,Mariana Is-C Pacific,Submarine volcano,13.25,144.02,-1230,0.231256125889249,2.51362318872223,POINT(144.02 13.25)
Sedankinsky,Kamchatka,Shield volcano,57.27,160.08,1241,0.999550062617153,2.79392306659252,POINT(160.08 57.27)
Segererua Plateau,Africa-E,Pyroclastic cones,1.57,37.9,699,0.027401669256311,0.661479786505851,POINT(37.9 1.57)
Seguam,Aleutian Is,Stratovolcanoes,52.32,-172.51,1054,0.913156264643433,-3.01086749261542,POINT(-172.51 52.32)
Segula,Aleutian Is,Stratovolcano,52.02,178.14,1160,0.90792027688745,3.1091295295027,POINT(178.14 52.02)
Sekincau Belirang,Sumatra,Calderas,-5.12,104.32,1719,-0.08936085770211,1.82072747568049,POINT(104.32 -5.12)
Semeru,Java,Stratovolcano,-8.11,112.92,3676,-0.14154620233674,1.970825791352,POINT(112.92 -8.11)
Semisopochnoi,Aleutian Is,Stratovolcano,51.93,179.58,1221,0.906349480560655,3.13426227073142,POINT(179.58 51.93)
Sempu,Sulawesi-Indonesia,Caldera,1.13,124.76,1549,0.019722220547536,2.17747277478813,POINT(124.76 1.13)
Serdán-Oriental,México,Tuff cones,19.27,-97.47,3485,0.336324946859307,-1.70117242191887,POINT(-97.47 19.27)
Sergief,Aleutian Is,Stratovolcano,52.05,-174.95,560,0.908443875663048,-3.05345352636408,POINT(-174.95 52.05)
Serua,Banda Sea,Stratovolcano,-6.3,130,641,-0.109955742875643,2.26892802759263,POINT(130 -6.3)
Sessagara,New Guinea,Pyroclastic cones,-9.48,149.13,370,-0.165457213089062,2.60280951349914,POINT(149.13 -9.48)
Sete Cidades,Azores,Stratovolcano,37.87,-25.78,856,0.660956187730253,-0.449945881164138,POINT(-25.78 37.87)
Seulawah Agam,Sumatra,Stratovolcano,5.45,95.66,1810,0.095120444233691,1.66958196245778,POINT(95.66 5.45)
Severny,Kamchatka,Shield volcano,58.28,160.87,1936,1.0171778880623,2.80771116768328,POINT(160.87 58.28)
Sharat Kovakab,Syria,Volcanic field,36.53,40.85,534,0.637568775753528,0.712966999439684,POINT(40.85 36.53)
Shasta,US-California,Stratovolcano,41.41,-122.19,4317,0.722740843250852,-2.13261781301187,POINT(-122.19 41.41)
Shiga,Honshu-Japan,Shield volcanoes,36.69,138.52,2041,0.640361302556719,2.41763007986254,POINT(138.52 36.69)
Shikaribetsu Group,Hokkaido-Japan,Lava domes,43.31,143.1,1401,0.755902099038744,2.49756615960389,POINT(143.1 43.31)
Shikotsu,Hokkaido-Japan,Caldera,42.69,141.38,1320,0.745081057676379,2.46754649646958,POINT(141.38 42.69)
Shiretoko-Iwo-zan,Hokkaido-Japan,Stratovolcano,44.13,145.17,1563,0.770213798905098,2.53369447512017,POINT(145.17 44.13)
Shiribetsu,Hokkaido-Japan,Stratovolcano,42.77,140.92,1107,0.746477321077975,2.45951798191041,POINT(140.92 42.77)
Shirinki,Kuril Is,Stratovolcano,50.2,154.98,761,0.876155284501153,2.70491127474081,POINT(154.98 50.2)
Shishaldin,Aleutian Is,Stratovolcano,54.76,-163.97,2857,0.955742298392095,-2.8618163744951,POINT(-163.97 54.76)
Shisheika,Kamchatka,Lava dome,57.15,161.08,379,0.997455667514759,2.81137635911247,POINT(161.08 57.15)
Shishel,Kamchatka,Shield volcano,57.45,160.37,2525,1.00269165527074,2.79898452142331,POINT(160.37 57.45)
Shiveluch,Kamchatka,Stratovolcano,56.65,161.36,3283,0.988729021254788,2.81626328101805,POINT(161.36 56.65)
Tendürek Dagi,Turkey,Shield volcano,39.37,43.87,3584,0.687136126510168,0.765675942849912,POINT(43.87 39.37)
Shoshone Lava Field,US-Idaho,Shield volcano,43.18,-114.35,1478,0.753633171011151,-1.99578399965552,POINT(-114.35 43.18)
Sibayak,Sumatra,Stratovolcanoes,3.23,98.52,2212,0.056374134839417,1.71949837906481,POINT(98.52 3.23)
Sibualbuali,Sumatra,Stratovolcano,1.56,99.26,1819,0.027227136331112,1.73241381552957,POINT(99.26 1.56)
Silali,Africa-E,Shield volcano,1.15,36.23,1528,0.020071286397935,0.632332787997546,POINT(36.23 1.15)
Silay,Philippines-C,Stratovolcano,10.77,123.23,1510,0.187971960439789,2.15076923723261,POINT(123.23 10.77)
Silver Lake,US-California,Cinder cones,40.73,-121.84,1535,0.71087260433729,-2.12650916062989,POINT(-121.84 40.73)
Silverthrone,Canada,Caldera,51.43,-126.3,3160,0.897622834300683,-2.20435084526884,POINT(-126.3 51.43)
Simbo,Solomon Is-SW Pacific,Stratovolcanoes,-8.29,156.52,335,-0.14468779499033,2.73178934522153,POINT(156.52 -8.29)
Sinabung,Sumatra,Stratovolcano,3.17,98.39,2460,0.05532693728822,1.71722945103722,POINT(98.39 3.17)
Sinarka,Kuril Is,Stratovolcano,48.88,154.18,934,0.853116938374829,2.69094864072486,POINT(154.18 48.88)
Singu Plateau,SE Asia,Fissure vents,22.7,95.98,507,0.396189740202713,1.67516701606416,POINT(95.98 22.7)
"Singüil, Cerro",El Salvador,Cinder cones,14.05,-89.65,957,0.245218759905203,-1.56468767441292,POINT(-89.65 14.05)
Siple,Antarctica,Shield volcano,-73.43,-126.67,3110,-1.28159526973944,-2.21080856350122,POINT(-126.67 -73.43)
Sirung,Lesser Sunda Is,Complex volcano,-8.51,124.13,862,-0.148527519344717,2.16647720050056,POINT(124.13 -8.51)
Sisters,US-Oregon,Complex volcano,44.1,121.75,3158,0.769690200129499,2.1249383643031,POINT(121.75 44.1)
Slamet,Java,Stratovolcano,-7.24,109.21,3428,-0.12636183784439,1.90607407610301,POINT(109.21 -7.24)
Smirnov,Kuril Is,Stratovolcano,44.42,146.14,1189,0.775275253735881,2.55062416886451,POINT(146.14 44.42)
Smith Rock,Izu Is-Japan,Submarine volcano,31.44,140.05,136,0.548731516827017,2.44433361741806,POINT(140.05 31.44)
Snaefellsjökull,Iceland-W,Stratovolcano,64.8,-23.78,1448,1.13097335529233,-0.415039296124252,POINT(-23.78 64.8)
Snegovoy,Kamchatka,Shield volcano,58.2,160.97,2169,1.0157816246607,2.80945649693527,POINT(160.97 58.2)
Snezhniy,Kamchatka,Shield volcano,58.02,160.8,2169,1.01264003200711,2.80648943720688,POINT(160.8 58.02)
Snowy Mountain,Alaska Peninsula,Stratovolcanoes,58.34,-154.68,2162,1.01822508561349,-2.69967528698483,POINT(-154.68 58.34)
Soche,Ecuador,Stratovolcano,0.55,-77.58,3955,0.009599310885969,-1.3540264336972,POINT(-77.58 0.55)
Socompa,Chile-N,Stratovolcano,-24.4,-68.25,6051,-0.425860337486616,-1.19118721448613,POINT(-68.25 -24.4)
Socorro,México-Is,Shield volcano,18.78,-110.95,1050,0.327772833524535,-1.93644280508771,POINT(-110.95 18.78)
Soda Lakes,US-Nevada,Maars,39.53,-118.87,1251,0.689928653313358,-2.07467288184566,POINT(-118.87 39.53)
