Name{string},Location{string},Type{string},Latitude{decimal},Longitude{decimal},Elevation (m){decimal},SHPLATRAD{decimal},SHPLONRAD{decimal},Point_Features{point}
Abu,Honshu-Japan,Shield volcanoes,34.5,131.6,641,0.602138591938044,2.29685329562454,POINT(131.6 34.5)
Acamarachi,Chile-N,Stratovolcano,-23.3,-67.62,6046,-0.406661715714679,-1.18019164019857,POINT(-67.62 -23.3)
Acatenango,Guatemala,Stratovolcano,14.5,-90.88,3976,0.253072741539178,-1.58615522421245,POINT(-90.88 14.5)
Acigöl-Nevsehir,Turkey,Caldera,38.57,34.52,1689,0.673173492494213,0.602487657788443,POINT(34.52 38.57)
Adams,US-Washington,Stratovolcano,46.21,-121.49,3742,0.806516647346579,-2.12040050824791,POINT(-121.49 46.21)
Adams Seamount,Pacific-C,Submarine volcano,-25.37,-129.27,-39,-0.442790031230961,-2.25618712405307,POINT(-129.27 -25.37)
Adatara,Honshu-Japan,Stratovolcanoes,37.64,140.29,1718,0.656941930450666,2.44852240762284,POINT(140.29 37.64)
Adwa,Ethiopia,Stratovolcano,10.07,40.84,1733,0.175754655675829,0.712792466514484,POINT(40.84 10.07)
Afderà,Ethiopia,Stratovolcano,13.08,40.85,1295,0.228289066160858,0.712966999439684,POINT(40.85 13.08)
Agrigan,Mariana Is-C Pacific,Stratovolcano,18.77,145.67,965,0.327598300599336,2.54242112138014,POINT(145.67 18.77)
Agua,Guatemala,Stratovolcano,14.47,-90.74,3760,0.252549142763579,-1.58371176325965,POINT(-90.74 14.47)
Agua de Pau,Azores,Stratovolcano,37.77,-25.47,947,0.659210858478258,-0.444535360482956,POINT(-25.47 37.77)
Aguilera,Chile-S,Stratovolcano,-50.33,-73.75,2546,-0.878424212528746,-1.28718032334582,POINT(-73.75 -50.33)
Agung,Lesser Sunda Is,Stratovolcano,-8.34,115.51,3142,-0.145560459616327,2.01602981897865,POINT(115.51 -8.34)
Ahyi,Mariana Is-C Pacific,Submarine volcano,20.42,145.03,-137,0.356396233257242,2.53125101416738,POINT(145.03 20.42)
Akademia Nauk,Kamchatka,Stratovolcanoes,53.98,159.45,1180,0.942128730226539,2.78292749230496,POINT(159.45 53.98)
Akagi,Honshu-Japan,Stratovolcano,36.56,139.2,1828,0.638092374529127,2.42949831877611,POINT(139.2 36.56)
Akan,Hokkaido-Japan,Caldera,43.38,144.01,1499,0.75712382951514,2.51344865579703,POINT(144.01 43.38)
Akhtang,Kamchatka,Shield volcano,55.43,158.65,1956,0.967436004380457,2.768964858289,POINT(158.65 55.43)
Akita-Komaga-take,Honshu-Japan,Stratovolcanoes,39.76,140.8,1637,0.693942910592945,2.45742358680802,POINT(140.8 39.76)
Akita-Yake-yama,Honshu-Japan,Stratovolcano,39.96,140.76,1366,0.697433569096934,2.45672545510722,POINT(140.76 39.96)
Akuseki-jima,Ryukyu Is,Stratovolcanoes,29.46,129.6,584,0.51417399763753,2.26194671058465,POINT(129.6 29.46)
Akutan,Aleutian Is,Stratovolcano,54.13,-165.99,1303,0.944746724104531,-2.89707202538539,POINT(-165.99 54.13)
Alaid,Kuril Is,Stratovolcano,50.86,155.55,2339,0.887674457564316,2.71485965147718,POINT(155.55 50.86)
Alamagan,Mariana Is-C Pacific,Stratovolcano,17.6,145.83,744,0.307177948351002,2.54521364818333,POINT(145.83 17.6)
Alayta,Ethiopia,Shield volcano,12.88,40.57,1501,0.22479840765687,0.7080800775341,POINT(40.57 12.88)
Alban Hills,Italy,Caldera,41.73,12.7,949,0.728325896857234,0.22165681500328,POINT(12.7 41.73)
Alcedo,Galápagos,Shield volcano,-0.43,-91.12,1130,-0.007504915783576,-1.59034401441723,POINT(-91.12 -0.43)
Ale Bagu,Ethiopia,Stratovolcano,13.52,40.63,1031,0.235968514869633,0.709127275085296,POINT(40.63 13.52)
Alid,Ethiopia,Stratovolcano,14.88,39.92,904,0.259704992696756,0.696735437396137,POINT(39.92 14.88)
Alligator Lake,Canada,Volcanic field,60.42,-135.42,2217,1.05452793405497,-2.36352487305072,POINT(-135.42 60.42)
Almolonga,Guatemala,Stratovolcano,14.82,-91.48,3197,0.25865779514556,-1.59662719972441,POINT(-91.48 14.82)
Alney-Chashakondzha,Kamchatka,Stratovolcano,56.7,159.65,2598,0.989601685880785,2.78641815080895,POINT(159.65 56.7)
Alngey,Kamchatka,Stratovolcano,57.7,160.4,1853,1.00705497840073,2.7995081201989,POINT(160.4 57.7)
Alu,Ethiopia,Fissure vents,13.82,40.55,429,0.241204502625616,0.707731011683701,POINT(40.55 13.82)
Alutu,Ethiopia,Stratovolcano,7.77,38.78,2335,0.135612082879959,0.676838683923401,POINT(38.78 7.77)
Amak,Aleutian Is,Stratovolcano,55.42,-163.15,488,0.967261471455258,-2.84750467462875,POINT(-163.15 55.42)
Amasing,Halmahera-Indonesia,Stratovolcanoes,-0.53,127.48,1030,-0.00925024503557,2.22494573044237,POINT(127.48 -0.53)
Ambalatungan Group,Luzon-Philippines,Compound volcano,17.32,121.1,2329,0.302291026445418,2.11359372416513,POINT(121.1 17.32)
Ambang,Sulawesi-Indonesia,Complex volcano,0.75,124.42,1795,0.013089969389958,2.17153865533135,POINT(124.42 0.75)
Ambitle,New Ireland-SW Pacific,Stratovolcano,-4.08,153.65,450,-0.071209433481369,2.68169839568929,POINT(153.65 -4.08)
Ambre-Bobaomby,Madagascar,Volcanic field,-12.6,49.15,1475,-0.219911485751285,0.857829327355213,POINT(49.15 -12.6)
Ambrym,Vanuatu-SW Pacific,Pyroclastic shield,-16.25,168.12,1334,-0.283616003449079,2.93424753845287,POINT(168.12 -16.25)
Amorong,Luzon-Philippines,Lava domes,15.83,120.81,376,0.276285620590702,2.10853226933435,POINT(120.81 15.83)
Amsterdam Island,Indian O.-S,Stratovolcano,-37.83,77.52,881,-0.660258056029455,1.352979236146,POINT(77.52 -37.83)
Amukta,Aleutian Is,Stratovolcano,52.5,-171.25,1066,0.916297857297023,-2.98887634404029,POINT(-171.25 52.5)
Anatahan,Mariana Is-C Pacific,Stratovolcano,16.35,145.67,790,0.285361332701073,2.54242112138014,POINT(145.67 16.35)
Anaun,Kamchatka,Stratovolcano,56.32,158.83,1828,0.982969434723207,2.77210645094259,POINT(158.83 56.32)
Andahua-Orcopampa,Perú,Cinder cones,-15.42,-72.33,4713,-0.269129770657526,-1.2623966479675,POINT(-72.33 -15.42)
Andrus,Antarctica,Shield volcanoes,-75.8,-132.33,2978,-1.3229595730117,-2.3095941991641,POINT(-132.33 -75.8)
Aneityum,Vanuatu-SW Pacific,Stratovolcanoes,-20.2,169.78,852,-0.352556508902855,2.96322000403597,POINT(169.78 -20.2)
Aniakchak,Alaska Peninsula,Caldera,56.88,-158.17,1341,0.992743278534375,-2.76058727787943,POINT(-158.17 56.88)
Ankaizina Field,Madagascar,Cinder cones,-14.3,48.67,2878,-0.249582083035189,0.84945174694564,POINT(48.67 -14.3)
Ankaratra Field,Madagascar,Cinder cones,-19.4,47.2,2644,-0.3385938748869,0.823795406941323,POINT(47.2 -19.4)
Antillanca Group,Chile-C,Stratovolcanoes,-40.77,-72.15,1990,-0.711570736038088,-1.25925505531391,POINT(-72.15 -40.77)
Antipodes Island,Pacific-S,Pyroclastic cones,-49.68,178.77,402,-0.867079572390783,3.12012510379026,POINT(178.77 -49.68)
Antisana,Ecuador,Stratovolcano,-0.48,-78.14,5753,-0.008377580409573,-1.36380027750837,POINT(-78.14 -0.48)
Antofagasta de la Sierra,Argentina,Scoria cones,-26.08,-67.5,4000,-0.455181868920121,-1.17809724509617,POINT(-67.5 -26.08)
Antuco,Chile-C,Stratovolcano,-37.41,-71.35,2979,-0.652927673171079,-1.24529242129795,POINT(-71.35 -37.41)
Aoba,Vanuatu-SW Pacific,Shield volcano,-15.4,167.83,1496,-0.268780704807127,2.92918608362208,POINT(167.83 -15.4)
Aoga-shima,Izu Is-Japan,Stratovolcano,32.45,139.76,423,0.56635934227216,2.43927216258727,POINT(139.76 32.45)
Apagado,Chile-S,Pyroclastic cone,-41.88,-72.58,1210,-0.730943890735225,-1.26675997109748,POINT(-72.58 -41.88)
Apaneca Range,El Salvador,Stratovolcanoes,13.89,-89.79,2036,0.242426233102012,-1.56713113536571,POINT(-89.79 13.89)
Apastepeque Field,El Salvador,Volcanic field,13.72,-88.77,700,0.239459173373622,-1.54932877699537,POINT(-88.77 13.72)
Apo,Mindanao-Philippines,Stratovolcano,6.99,125.27,2938,0.121998514714404,2.1863739539733,POINT(125.27 6.99)
Apoyeque,Nicaragua,Pyroclastic shield,12.24,-86.34,518,0.213628300444106,-1.5069172761719,POINT(-86.34 12.24)
Aracar,Argentina,Stratovolcano,-24.25,-67.77,6082,-0.423242343608625,-1.18280963407656,POINT(-67.77 -24.25)
Aragats,Armenia,Stratovolcano,40.53,44.2,4095,0.707381945833302,0.771435529381494,POINT(44.2 40.53)
"Aramuaca, Laguna",El Salvador,Maar,13.43,-88.11,181,0.234397718542838,-1.5378096039322,POINT(-88.11 13.43)
Ararat,Turkey,Stratovolcano,39.7,44.3,5165,0.692895713041749,0.773180858633488,POINT(44.3 39.7)
Arayat,Luzon-Philippines,Stratovolcano,15.2,120.74,1026,0.265290046303138,2.10731053885795,POINT(120.74 15.2)
Ardoukôba,Djibouti,Fissure vents,11.58,42.47,298,0.202109127380943,0.741241333321992,POINT(42.47 11.58)
Arenal,Costa Rica,Stratovolcano,10.46,-84.7,1670,0.182561439758607,-1.4782938764392,POINT(-84.7 10.46)
Arenales,Chile-S,Stratovolcano,-47.2,-73.48,3437,-0.823795406941323,-1.28246793436543,POINT(-73.48 -47.2)
"Arhab, Harra of",Arabia-S,Volcanic field,15.63,44.08,3100,0.272794962086714,0.7693411342791,POINT(44.08 15.63)
Arjuno-Welirang,Java,Stratovolcano,-7.73,112.58,3339,-0.134913951179162,1.96489167189522,POINT(112.58 -7.73)
Asacha,Kamchatka,Complex volcano,52.36,157.83,1910,0.913854396344231,2.75465315842265,POINT(157.83 52.36)
Asama,Honshu-Japan,Complex volcano,36.4,138.53,2568,0.635299847725936,2.41780461278774,POINT(138.53 36.4)
Asavyo,Ethiopia,Shield volcano,13.07,41.6,1200,0.228114533235659,0.726056968829641,POINT(41.6 13.07)
Ascensión,Atlantic-C,Stratovolcano,-7.95,-14.37,858,-0.138753675533549,-0.250803813511585,POINT(-14.37 -7.95)
Askja,Iceland-NE,Stratovolcano,65.03,-16.75,1516,1.13498761257191,-0.29234264970905,POINT(-16.75 65.03)
Aso,Kyushu-Japan,Caldera,32.88,131.11,1592,0.573864258055736,2.28830118228977,POINT(131.11 32.88)
Assab Volc Field,Ethiopia,Volcanic field,12.95,42.43,987,0.226020138133266,0.740543201621194,POINT(42.43 12.95)
Asuncion,Mariana Is-C Pacific,Stratovolcano,19.67,145.41,857,0.343306263867285,2.53788326532495,POINT(145.41 19.67)
Atacazo,Ecuador,Stratovolcano,-0.35,-78.62,4463,-0.00610865238198,-1.37217785791794,POINT(-78.62 -0.35)
Atakor Volc Field,Africa-N,Scoria cones,23.33,5.83,2918,0.407185314490277,0.101752695391269,POINT(5.83 23.33)
Atitlán,Guatemala,Stratovolcano,14.58,-91.19,3535,0.254469004940773,-1.59156574489363,POINT(-91.19 14.58)
Atka,Aleutian Is,Stratovolcanoes,52.38,-174.15,1533,0.91420346219463,-3.03949089234812,POINT(-174.15 52.38)
Atlin Volc Field,Canada,Cinder cones,59.68,-133.32,1880,1.04161249759022,-2.32687295875884,POINT(-133.32 59.68)
"Atlixcos, Los",México,Shield volcano,19.81,-96.53,800,0.345749724820077,-1.68476632695013,POINT(-96.53 19.81)
Atsonupuri,Kuril Is,Stratovolcano,44.81,147.14,1206,0.782082037818659,2.56807746138446,POINT(147.14 44.81)
"Atuel, Caldera del",Argentina,Caldera,-34.65,-70.05,5189,-0.604756585816035,-1.22260314102203,POINT(-70.05 -34.65)
Auckland Field,New Zealand,Volcanic field,-36.9,174.87,260,-0.644026493985908,3.05205726296248,POINT(174.87 -36.9)
Augustine,Alaska-SW,Lava domes,59.36,-153.43,1252,1.03602744398383,-2.6778586713349,POINT(-153.43 59.36)
"Auquihuato, Cerro",Perú,Cinder cone,-15.07,-73.18,4980,-0.263021118275545,-1.27723194660945,POINT(-73.18 -15.07)
Avachinsky,Kamchatka,Stratovolcano,53.26,158.83,2741,0.92956235961218,2.77210645094259,POINT(158.83 53.26)
Awu,Sangihe Is-Indonesia,Stratovolcano,3.67,125.5,1320,0.064053583548192,2.19038821125288,POINT(125.5 3.67)
Axial Seamount,Pacific-NE,Submarine volcano,45.95,-130,-1410,0.801978791291395,-2.26892802759263,POINT(-130 45.95)
Ayelu,Ethiopia,Stratovolcano,10.08,40.7,2145,0.175929188601028,0.710349005561692,POINT(40.7 10.08)
Azas Plateau,Russia-SE,Volcanic field,52.52,98.6,2765,0.916646923147422,1.72089464246641,POINT(98.6 52.52)
Azufral,Colombia,Stratovolcano,1.08,-77.68,4070,0.018849555921539,-1.3557717629492,POINT(-77.68 1.08)
"Azufre, Cerro del",Chile-N,Stratovolcano,-21.79,-68.24,5846,-0.380307244009564,-1.19101268156093,POINT(-68.24 -21.79)
"Azul, Cerro",Galápagos,Shield volcano,-0.92,-91.41,1640,-0.016057029118348,-1.59540546924802,POINT(-91.41 -0.92)
"Azul, Cerro",Chile-C,Stratovolcano,-35.65,-70.76,3788,-0.622209878335978,-1.23499497871119,POINT(-70.76 -35.65)
"Azul, Volcán",Nicaragua,Cinder cones,12.53,-83.87,201,0.21868975527489,-1.46380764364764,POINT(-83.87 12.53)
Azuma,Honshu-Japan,Stratovolcanoes,37.73,140.25,2035,0.658512726777461,2.44782427592205,POINT(140.25 37.73)
Babuyan Claro,Luzon-N of,Stratovolcanoes,19.52,121.94,1080,0.340688269989293,2.12825448988188,POINT(121.94 19.52)
Bachelor,US-Oregon,Stratovolcano,43.98,-121.69,2763,0.767595805027106,-2.1238911667519,POINT(-121.69 43.98)
Bagana,Bougainville-SW Pacific,Lava cone,-6.14,155.2,1750,-0.107163216072452,2.7087509990952,POINT(155.2 -6.14)
Bakening,Kamchatka,Stratovolcano,53.91,158.07,2278,0.940906999750143,2.75884194862744,POINT(158.07 53.91)
Baker,US-Washington,Stratovolcanoes,48.78,-121.81,3285,0.851371609122834,-2.12598556185429,POINT(-121.81 48.78)
"Bal Haf, Harra of",Arabia-S,Volcanic field,14.05,48.33,233,0.245218759905203,0.84351762748886,POINT(48.33 14.05)
Balatukan,Mindanao-Philippines,Compound volcano,8.77,124.98,2450,0.153065375399903,2.18131249914251,POINT(124.98 8.77)
Balbi,Bougainville-SW Pacific,Stratovolcano,-5.92,154.98,2715,-0.103323491718064,2.70491127474081,POINT(154.98 -5.92)
Bald Knoll,US-Utah,Cinder cones,37.33,-112.41,2135,0.651531409769483,-1.96192461216683,POINT(-112.41 37.33)
Baluan,Admiralty Is-SW Pacific,Stratovolcano,-2.57,147.28,254,-0.044854961776254,2.57052092233725,POINT(147.28 -2.57)
Baluran,Java,Stratovolcano,-7.85,114.37,1247,-0.137008346281555,1.99613306550592,POINT(114.37 -7.85)
Balut,Mindanao-Philippines,Stratovolcano,5.4,125.38,862,0.094247779607694,2.18829381615049,POINT(125.38 5.4)
Bam,New Guinea-NE of,Stratovolcano,-3.61,144.82,685,-0.063006385996995,2.52758582273819,POINT(144.82 -3.61)
Bamus,New Britain-SW Pac,Stratovolcano,-5.2,151.23,2248,-0.090757121103705,2.63946142779102,POINT(151.23 -5.2)
Banahaw,Luzon-Philippines,Complex volcano,14.07,121.48,2158,0.245567825755602,2.12022597532271,POINT(121.48 14.07)
Banda Api,Banda Sea,Caldera,-4.53,129.87,640,-0.079063415115343,2.26665909956504,POINT(129.87 -4.53)
Bandai,Honshu-Japan,Stratovolcano,37.6,140.08,1819,0.656243798749868,2.44485721619366,POINT(140.08 37.6)
Banua Wuhu,Sangihe Is-Indonesia,Submarine volcano,3.14,125.49,-5,0.054803338512622,2.19021367832768,POINT(125.49 3.14)
Baransky,Kuril Is,Stratovolcano,45.1,148.02,1132,0.787143492649443,2.58343635880201,POINT(148.02 45.1)
Bárcena,México-Is,Cinder cones,19.3,-110.82,332,0.336848545634906,-1.93417387706012,POINT(-110.82 19.3)
Bárdarbunga,Iceland-NE,Stratovolcano,64.63,-17.53,2000,1.12800629556394,-0.305956217874606,POINT(-17.53 64.63)
Barkhatnaya Sopka,Kamchatka,Lava domes,52.82,158.27,870,0.921882910903405,2.76233260713142,POINT(158.27 52.82)
Barren Island,Andaman Is-Indian O,Stratovolcano,12.28,93.86,354,0.214326432144904,1.63816603592188,POINT(93.86 12.28)
"Barrier, The",Africa-E,Shield volcano,2.32,36.57,1032,0.040491638646269,0.638266907454326,POINT(36.57 2.32)
Barú,Panamá,Stratovolcano,8.81,-82.54,3474,0.1537635071007,-1.44059476459612,POINT(-82.54 8.81)
Barva,Costa Rica,Complex volcano,10.14,-84.1,2906,0.176976386152225,-1.46782190092723,POINT(-84.1 10.14)
Bas Dong Nai,SE Asia,Volcanic field,10.8,107.2,392,0.188495559215388,1.87099295813792,POINT(107.2 10.8)
Batur,Lesser Sunda Is,Caldera,-8.24,115.38,1717,-0.143815130364333,2.01376089095106,POINT(115.38 -8.24)
"Bayo, Cerro",Chile-N,Complex volcano,-25.42,-68.58,5401,-0.443662695856959,-1.19694680101771,POINT(-68.58 -25.42)
Bayonnaise Rocks,Izu Is-Japan,Submarine volcano,31.88,139.92,11,0.556410965535792,2.44206468939047,POINT(139.92 31.88)
Bayuda Volc Field,Africa-N,Cinder cones,18.33,32.75,670,0.319918851890561,0.571595330028143,POINT(32.75 18.33)
Bazman,Iran,Stratovolcano,28.07,60,3490,0.489913921034808,1.0471975511966,POINT(60 28.07)
Beerenberg,Atlantic-N-Jan Mayen,Stratovolcano,71.08,-8.17,2277,1.24058003231757,-0.142593399887937,POINT(-8.17 71.08)
Behm Canal-Rudyerd Bay,Alaska-E,Cinder cones,55.32,-131.05,500,0.965516142203263,-2.28725398473857,POINT(-131.05 55.32)
Belenkaya,Kamchatka,Stratovolcano,51.75,157.27,892,0.903207887907066,2.74487931461148,POINT(157.27 51.75)
Belirang-Beriti,Sumatra,Compound volcano,-2.82,102.18,1958,-0.04921828490624,1.78337742968781,POINT(102.18 -2.82)
Belknap,US-Oregon,Shield volcanoes,44.29,-121.84,2095,0.773006325708289,-2.12650916062989,POINT(-121.84 44.29)
Bely,Kamchatka,Shield volcanoes,57.88,160.53,2080,1.01019657105432,2.8017770482265,POINT(160.53 57.88)
Berlin,Antarctica,Shield volcanoes,-76.05,-136,3478,-1.32732289614169,-2.37364778271229,POINT(-136 -76.05)
Beru,Ethiopia,Volcanic field,8.95,39.75,1100,0.156206968053492,0.693768377667746,POINT(39.75 8.95)
Berutarube,Kuril Is,Stratovolcano,44.46,146.94,1221,0.775973385436679,2.56458680288047,POINT(146.94 44.46)
Besar,Sumatra,Stratovolcano ?,-4.43,103.67,1899,-0.077318085863349,1.80938283554252,POINT(103.67 -4.43)
Bezymianny,Kamchatka,Stratovolcano,55.98,160.59,2882,0.977035315266426,2.80282424577769,POINT(160.59 55.98)
Bibinoi,Halmahera-Indonesia,Stratovolcanoes,-0.77,127.72,900,-0.013439035240356,2.22913452064716,POINT(127.72 -0.77)
Bilate River Field,Ethiopia,Maars,7.07,38.1,1700,0.123394778115999,0.66497044500984,POINT(38.1 7.07)
Biliran,Philippines-C,Compound volcano,11.52,124.54,1301,0.201061929829747,2.17363305043374,POINT(124.54 11.52)
Billy Mitchell,Bougainville-SW Pacific,Pyroclastic shield,-6.09,155.23,1544,-0.106290551446455,2.7092745978708,POINT(155.23 -6.09)
"Birk, Harrat al",Arabia-W,Volcanic field,18.37,41.63,381,0.320616983591358,0.726580567605239,POINT(41.63 18.37)
Bishoftu Volc Field,Ethiopia,Fissure vents,8.78,38.98,1850,0.153239908325102,0.68032934242739,POINT(38.98 8.78)
Black Peak,Alaska Peninsula,Stratovolcano,56.55,-158.79,1032,0.986983692002793,-2.7714083192418,POINT(-158.79 56.55)
Black Rock Desert,US-Utah,Volcanic field,38.97,-112.5,1800,0.68015480950219,-1.96349540849362,POINT(-112.5 38.97)
"Blancas, Lomas",Chile-C,Stratovolcano,-36.29,-71.01,2268,-0.633379985548742,-1.23935830184117,POINT(-71.01 -36.29)
Bliznets,Kamchatka,Stratovolcano,56.97,159.78,1244,0.99431407486117,2.78868707883654,POINT(159.78 56.97)
Bliznetsy,Kamchatka,Lava cone,57.35,161.37,265,1.00094632601875,2.81643781394325,POINT(161.37 57.35)
Blue Lake Crater,US-Oregon,Maar,44.41,-121.77,1230,0.775100720810682,-2.1252874301535,POINT(-121.77 44.41)
Blup Blup,New Guinea-NE of,Stratovolcano,-3.51,144.61,402,-0.061261056745001,2.523920631309,POINT(144.61 -3.51)
Bobrof,Aleutian Is,Stratovolcano,51.91,-177.44,738,0.906000414710256,-3.09691222473874,POINT(-177.44 51.91)
Bogatyr Ridge,Kuril Is,Stratovolcano,44.83,147.34,1634,0.782431103669058,2.57156811988844,POINT(147.34 44.83)
Bogoslof,Aleutian Is,Submarine volcano,53.93,-168.03,150,0.941256065600542,-2.93267674212607,POINT(-168.03 53.93)
Boisa,New Guinea-NE of,Stratovolcano,-3.99,144.96,240,-0.069638637154574,2.53002928369098,POINT(144.96 -3.99)
Bola,New Britain-SW Pac,Stratovolcano,-5.15,150.03,1155,-0.089884456477708,2.61851747676709,POINT(150.03 -5.15)
Bolshe-Bannaya,Kamchatka,Lava domes,52.9,157.78,1200,0.923279174305,2.75378049379665,POINT(157.78 52.9)
Bolshoi Payalpan,Kamchatka,Shield volcanoes,55.88,157.78,1906,0.975289986014431,2.75378049379665,POINT(157.78 55.88)
Bolshoi Semiachik,Kamchatka,Stratovolcanoes,54.32,160.02,1720,0.94806284968332,2.79287586904133,POINT(160.02 54.32)
Bolshoi-Kekuknaysky,Kamchatka,Shield volcanoes,56.47,157.8,1401,0.985587428601198,2.75412955964705,POINT(157.8 56.47)
Bombalai,Borneo,Pyroclastic cone,4.4,117.88,531,0.076794487087751,2.05739412225092,POINT(117.88 4.4)
Boomerang Seamount,Indian O.-S,Submarine volcano,-37.72,77.83,-650,-0.658338193852261,1.35838975682719,POINT(77.83 -37.72)
Bora-Bericcio,Ethiopia,Pumice cones,8.27,39.03,2285,0.144338729139931,0.681202007053387,POINT(39.03 8.27)
Borale Ale,Ethiopia,Stratovolcano,13.73,40.6,668,0.239633706298821,0.708603676309698,POINT(40.6 13.73)
Borawli,Ethiopia,Stratovolcano,13.3,40.98,812,0.232128790515246,0.715235927467276,POINT(40.98 13.3)
Borawli,Ethiopia,Lava domes,11.63,41.45,875,0.202981792006941,0.72343897495165,POINT(41.45 11.63)
Boset-Bericha,Ethiopia,Stratovolcanoes,8.56,39.48,2447,0.149400183970715,0.689055988687361,POINT(39.48 8.56)
Bouvet,Atlantic-S,Shield volcano,-54.42,3.35,780,-0.949808178935314,0.05846852994181,POINT(3.35 -54.42)
Bratan,Lesser Sunda Is,Caldera,-8.28,115.13,2276,-0.144513262065131,2.00939756782107,POINT(115.13 -8.28)
Brava,Cape Verde Is,Stratovolcano,14.85,-24.72,900,0.259181393921158,-0.431445391092998,POINT(-24.72 14.85)
"Bravo, Cerro",Colombia,Stratovolcano,5.09,-75.3,4000,0.088837258926511,-1.31423292675173,POINT(-75.3 5.09)
Brennisteinsfjöll,Iceland-SW,Crater rows,63.92,-21.83,626,1.11561445787478,-0.381005375710362,POINT(-21.83 63.92)
Bridge River Cones,Canada,Volcanic field,50.8,-123.4,2500,0.886627260013119,-2.153736296961,POINT(-123.4 50.8)
Bridgeman Island,Antarctica,Stratovolcano,-62.05,-56.75,240,-1.08297680086248,-0.990474350506782,POINT(-56.75 -62.05)
Bristol Island,Antarctica,Stratovolcano,-59.03,-26.58,1100,-1.03026785745225,-0.463908515180093,POINT(-26.58 -59.03)
Brothers,New Zealand,Submarine volcano,-34.88,179.08,-1350,-0.608770843095622,3.12553562447144,POINT(179.08 -34.88)
Brushy Butte,US-California,Shield volcano,41.18,-121.44,1174,0.718726585971265,-2.11952784362191,POINT(-121.44 41.18)
Buckle Island,Antarctica,Stratovolcano,-66.78,163.25,1239,-1.16553087448181,2.84925000388074,POINT(163.25 -66.78)
Bufumbira,Africa-C,Cinder cones,-1.23,29.72,2440,-0.02146754979953,0.518711853692715,POINT(29.72 -1.23)
Buldir,Aleutian Is,Stratovolcano,52.35,175.91,656,0.913679863419032,3.07020868718322,POINT(175.91 52.35)
Bulusan,Luzon-Philippines,Stratovolcanoes,12.77,124.05,1565,0.222878545479676,2.16508093709897,POINT(124.05 12.77)
Bunyaruguru Field,Africa-C,Maars,-0.2,30.08,1554,-0.003490658503989,0.524995038999894,POINT(30.08 -0.2)
"Burney, Monte",Chile-S,Stratovolcano,-52.33,-73.4,1758,-0.913330797568633,-1.28107167096384,POINT(-73.4 -52.33)
Bus-Obo,Mongolia,Cinder cone,47.12,109.08,1162,0.822399143539728,1.90380514807542,POINT(109.08 47.12)
Butajiri-Silti Field,Ethiopia,Fissure vents,8.05,38.35,2281,0.140499004785544,0.669333768139826,POINT(38.35 8.05)
Buzzard Creek,Alaska-E,Tuff rings,64.07,-148.42,830,1.11823245175277,-2.59041767580998,POINT(-148.42 64.07)
Cabalían,Philippines-C,Stratovolcano,10.29,125.22,945,0.179594380030216,2.1855012893473,POINT(125.22 10.29)
Caburgua-Huelemolle,Chile-C,Cinder cones,-39.25,-71.7,1496,-0.685041731407774,-1.25140107367993,POINT(-71.7 -39.25)
Cagua,Luzon-Philippines,Stratovolcano,18.22,122.12,1133,0.317998989713367,2.13139608253547,POINT(122.12 18.22)
Caichinque,Chile-N,Stratovolcanoes,-23.95,-67.73,4450,-0.418006355852642,-1.18211150237576,POINT(-67.73 -23.95)
Calabozos,Chile-C,Caldera,-35.56,-70.5,3508,-0.620639082009184,-1.230457122656,POINT(-70.5 -35.56)
Calatrava Volc Field,Spain,Pyroclastic cones,38.87,-4.02,1117,0.678409480250196,-0.070162235930172,POINT(-4.02 38.87)
Calbuco,Chile-S,Stratovolcano,-41.33,-72.61,2003,-0.721344579849256,-1.26728356987308,POINT(-72.61 -41.33)
Callaqui,Chile-C,Stratovolcano,-37.92,-71.45,3164,-0.66182885235625,-1.24703775054995,POINT(-71.45 -37.92)
Cameroon,Africa-W,Stratovolcano,4.2,9.17,4095,0.073303828583762,0.16004669240788,POINT(9.17 4.2)
Camiguin,Mindanao-Philippines,Stratovolcanoes,9.2,124.67,1552,0.160570291183478,2.17590197846133,POINT(124.67 9.2)
Camiguin de Babuyanes,Luzon-N of,Stratovolcano,18.83,121.86,712,0.328645498150532,2.12685822648029,POINT(121.86 18.83)
Campi Flegrei,Italy,Caldera,40.83,14.14,458,0.712617933589285,0.246789556231998,POINT(14.14 40.83)
Campi Flegrei Mar Sicilia,Italy,Submarine volcanoes,37.1,12.7,-8,0.647517152489896,0.22165681500328,POINT(12.7 37.1)
Candlemas Island,Antarctica,Stratovolcano,-57.08,-26.67,550,-0.996233937038363,-0.465479311506888,POINT(-26.67 -57.08)
Canlaon,Philippines-C,Stratovolcano,10.41,123.13,2435,0.18168877513261,2.14902390798062,POINT(123.13 10.41)
Capulin Mountain,US-New Mexico,Cinder cones,36.4,-104.1,2494,0.635299847725936,-1.8168877513261,POINT(-104.1 36.4)
Carlisle,Aleutian Is,Stratovolcano,52.89,-170.05,1620,0.923104641379801,-2.96793239301636,POINT(-170.05 52.89)
Carrán-Los Venados,Chile-C,Pyroclastic cones,-40.35,-72.07,1114,-0.704240353179712,-1.25785879191231,POINT(-72.07 -40.35)
Carrizozo,US-New Mexico,Cinder cones,33.78,-105.93,1731,0.589572221323685,-1.84882727663759,POINT(-105.93 33.78)
